Year,District,ANNUAL RAINFALL (Millimeters)
1989,Thiruvananthapuram,1866.3
1990,Thiruvananthapuram,1521
1991,Thiruvananthapuram,2137
1992,Thiruvananthapuram,2403
1993,Thiruvananthapuram,2095.7
1994,Thiruvananthapuram,1966.5
1995,Thiruvananthapuram,1546.1
1996,Thiruvananthapuram,1577.1
1997,Thiruvananthapuram,1862.7
1998,Thiruvananthapuram,2081.2
1999,Thiruvananthapuram,1927
2000,Thiruvananthapuram,1501
2001,Thiruvananthapuram,2234.6
2002,Thiruvananthapuram,1503.1
2003,Thiruvananthapuram,1566.9
2004,Thiruvananthapuram,1911.5
2005,Thiruvananthapuram,1903
2006,Thiruvananthapuram,2312
2007,Thiruvananthapuram,2052.7
2008,Thiruvananthapuram,1931.5
2009,Thiruvananthapuram,1426.4
2010,Thiruvananthapuram,2140.9
2011,Thiruvananthapuram,1518.3
2012,Thiruvananthapuram,1154.4
2013,Thiruvananthapuram,1845.1
2014,Thiruvananthapuram,1912
2015,Thiruvananthapuram,2252.1
1966,Balasore,1282.4
1967,Balasore,1094.6
1968,Balasore,1406.6
1969,Balasore,-1
1970,Balasore,1404.2
1971,Balasore,2279.4
1973,Balasore,2795
1974,Balasore,872.1
1975,Balasore,1630.9
1976,Balasore,1332.9
1977,Balasore,1698
1978,Balasore,1932.2
1979,Balasore,1169.2
1980,Balasore,1536.7
1981,Balasore,1509.1
1982,Balasore,1416.9
1983,Balasore,1468.9
1984,Balasore,1568.3
1985,Balasore,1839.1
1986,Balasore,2173.4
1987,Balasore,1030.1
1988,Balasore,1609.8
1989,Balasore,1603.9
1990,Balasore,1903
1991,Balasore,1513.4
1992,Balasore,1625.4
1993,Balasore,1966.3
1994,Balasore,1781.9
1995,Balasore,2191.6
1996,Balasore,1408.9
1997,Balasore,2158.9
1998,Balasore,1608
1999,Balasore,2183.2
2000,Balasore,1492.2
2001,Balasore,1842.1
2002,Balasore,1314.7
2003,Balasore,1774.9
2004,Balasore,1590.5
2005,Balasore,2071.1
2006,Balasore,1773.8
2007,Balasore,2228.3
2008,Balasore,1701
2009,Balasore,1462.4
2010,Balasore,1264.5
2011,Balasore,1487.5
2012,Balasore,1129.6
2013,Balasore,2189.9
2014,Balasore,1803
2015,Balasore,1260.6
1966,Bolangir,1419.5
1967,Bolangir,1531.1
1968,Bolangir,1061.9
1969,Bolangir,1190.3
1970,Bolangir,1357.5
1971,Bolangir,1270.5
1972,Bolangir,969.8
1973,Bolangir,1127.1
1974,Bolangir,691.8
1975,Bolangir,948.7
1976,Bolangir,1418.1
1977,Bolangir,1401.9
1978,Bolangir,1159.4
1979,Bolangir,815.4
1980,Bolangir,1608.8
1981,Bolangir,1218.2
1982,Bolangir,1318.8
1983,Bolangir,980.7
1984,Bolangir,1232.9
1985,Bolangir,2203.3
1986,Bolangir,1564.8
1987,Bolangir,1030.4
1988,Bolangir,991.5
1989,Bolangir,1180.2
1990,Bolangir,1753.3
1991,Bolangir,1235.6
1992,Bolangir,1456.5
1993,Bolangir,1293.3
1994,Bolangir,1785.2
1995,Bolangir,1471.5
1996,Bolangir,722.8
1997,Bolangir,1266.4
1998,Bolangir,905.6
1999,Bolangir,949.5
2000,Bolangir,813.5
2001,Bolangir,1604.4
2002,Bolangir,831
2003,Bolangir,1669.8
2004,Bolangir,1121.6
2005,Bolangir,1146.7
2006,Bolangir,1718.7
2007,Bolangir,1245.2
2008,Bolangir,1641
2009,Bolangir,1612.7
2010,Bolangir,1114.5
2011,Bolangir,1144.7
2012,Bolangir,1129.9
2013,Bolangir,1307.3
2014,Bolangir,1227
2015,Bolangir,941.3
1966,Cuttack,1360.9
1967,Cuttack,1332.3
1968,Cuttack,1596.6
1969,Cuttack,1223.7
1970,Cuttack,1234
1971,Cuttack,1667.3
1972,Cuttack,1305.3
1973,Cuttack,1591.7
1974,Cuttack,987.2
1975,Cuttack,1383.4
1976,Cuttack,1171.8
1977,Cuttack,1549.2
1978,Cuttack,1023.8
1979,Cuttack,1028.9
1980,Cuttack,1635.1
1981,Cuttack,1427.5
1982,Cuttack,1243.6
1983,Cuttack,1430.2
1984,Cuttack,1301.4
1985,Cuttack,1634.8
1986,Cuttack,1582.5
1987,Cuttack,1184.3
1988,Cuttack,1545.4
1989,Cuttack,1369.3
1990,Cuttack,1945.8
1991,Cuttack,1649.7
1992,Cuttack,1450.1
1993,Cuttack,1448.6
1994,Cuttack,1461.6
1995,Cuttack,1724
1996,Cuttack,805.2
1997,Cuttack,1661.1
1998,Cuttack,1448.1
1999,Cuttack,1812
2000,Cuttack,980.2
2001,Cuttack,1892.5
2002,Cuttack,1043.2
2003,Cuttack,1776.9
2004,Cuttack,1398.9
2005,Cuttack,2011.2
2006,Cuttack,1927.4
2007,Cuttack,1911
2008,Cuttack,1853
2009,Cuttack,1841
2010,Cuttack,1390.5
2011,Cuttack,1502
2012,Cuttack,1803.8
2013,Cuttack,1658.6
2014,Cuttack,1691.7
2015,Cuttack,1133.7
1967,Dhenkanal,1162.4
1970,Dhenkanal,1350.9
1971,Dhenkanal,1557.4
1973,Dhenkanal,1478.3
1974,Dhenkanal,745.8
1975,Dhenkanal,1564.8
1976,Dhenkanal,917.1
1977,Dhenkanal,1159
1978,Dhenkanal,1412.5
1979,Dhenkanal,1046.4
1980,Dhenkanal,1416.8
1981,Dhenkanal,1199.5
1982,Dhenkanal,1477.2
1983,Dhenkanal,1725.9
1984,Dhenkanal,1173.7
1985,Dhenkanal,1734.5
1986,Dhenkanal,1695.6
1987,Dhenkanal,1162.8
1988,Dhenkanal,1517.7
1989,Dhenkanal,1372.4
1990,Dhenkanal,1751.2
1991,Dhenkanal,1577.1
1992,Dhenkanal,1265.5
1993,Dhenkanal,1527.7
1994,Dhenkanal,1696
1995,Dhenkanal,1721.8
1996,Dhenkanal,1019.9
1997,Dhenkanal,1581
1998,Dhenkanal,1343.2
1999,Dhenkanal,1542.5
2000,Dhenkanal,1011.4
2001,Dhenkanal,1626.4
2002,Dhenkanal,1020.5
2003,Dhenkanal,1591.6
2004,Dhenkanal,1046.4
2005,Dhenkanal,1741.2
2006,Dhenkanal,1384.6
2007,Dhenkanal,1290
2008,Dhenkanal,1428.7
2009,Dhenkanal,1466.7
2010,Dhenkanal,1127.6
2011,Dhenkanal,1489.3
2012,Dhenkanal,1524.5
2013,Dhenkanal,1620
2014,Dhenkanal,1388.8
2015,Dhenkanal,1097.4
1966,Ganjam,1019.9
1967,Ganjam,849
1968,Ganjam,1979
1969,Ganjam,1266.7
1970,Ganjam,1060.1
1971,Ganjam,1333
1972,Ganjam,1062.2
1973,Ganjam,1151.4
1974,Ganjam,1026.4
1975,Ganjam,1197.9
1976,Ganjam,1099.6
1977,Ganjam,1271.4
1978,Ganjam,1467.4
1979,Ganjam,971.4
1980,Ganjam,1461.3
1981,Ganjam,1302.9
1982,Ganjam,1122.2
1983,Ganjam,1237.6
1984,Ganjam,865.6
1985,Ganjam,1464.7
1986,Ganjam,1477.1
1987,Ganjam,1087.9
1988,Ganjam,1312.5
1989,Ganjam,1110.2
1990,Ganjam,1914.4
1991,Ganjam,1411.9
1992,Ganjam,1326.5
1993,Ganjam,1155.9
1994,Ganjam,1213.3
1995,Ganjam,1930.5
1996,Ganjam,871.3
1997,Ganjam,1221.4
1998,Ganjam,1374.3
1999,Ganjam,1232.6
2000,Ganjam,990.2
2001,Ganjam,1376.7
2002,Ganjam,952.2
2003,Ganjam,1396.5
2004,Ganjam,979.4
2005,Ganjam,1359.1
2006,Ganjam,1482.6
2007,Ganjam,1284.6
2008,Ganjam,1161.9
2009,Ganjam,1174.3
2010,Ganjam,1476.8
2011,Ganjam,913.8
2012,Ganjam,1295.9
2013,Ganjam,1821.3
2014,Ganjam,1333.2
2015,Ganjam,1016.1
1967,Kalahandi,2252.7
1969,Kalahandi,1080.3
1970,Kalahandi,1559
1971,Kalahandi,1365
1972,Kalahandi,765.7
1973,Kalahandi,1819.2
1974,Kalahandi,808.2
1975,Kalahandi,1158
1976,Kalahandi,1505.2
1977,Kalahandi,1569.9
1978,Kalahandi,1661.8
1979,Kalahandi,1011.6
1980,Kalahandi,1614.4
1981,Kalahandi,1492.7
1982,Kalahandi,1107.8
1983,Kalahandi,1116.9
1984,Kalahandi,1388.5
1985,Kalahandi,1688.9
1986,Kalahandi,1267.6
1987,Kalahandi,903.3
1988,Kalahandi,889.1
1989,Kalahandi,1026.4
1990,Kalahandi,2247.7
1991,Kalahandi,1568.9
1992,Kalahandi,1495.7
1993,Kalahandi,1553.7
1994,Kalahandi,2045.3
1995,Kalahandi,1592.6
1996,Kalahandi,1045.3
1997,Kalahandi,1622.4
1998,Kalahandi,1125.8
1999,Kalahandi,1209.8
2000,Kalahandi,1291.8
2001,Kalahandi,2366.1
2002,Kalahandi,881.3
2003,Kalahandi,2133.3
2004,Kalahandi,1743.5
2005,Kalahandi,1398.1
2006,Kalahandi,2244.3
2007,Kalahandi,1752.3
2008,Kalahandi,1885.4
2009,Kalahandi,1518.1
2010,Kalahandi,1541.2
2011,Kalahandi,1174
2012,Kalahandi,1294.6
2013,Kalahandi,1577.7
2014,Kalahandi,1539.3
2015,Kalahandi,1181.1
1966,Keonjhar,1087.4
1967,Keonjhar,1236.7
1968,Keonjhar,1194.4
1969,Keonjhar,1088
1990,Keonjhar,1869.2
1991,Keonjhar,1431.6
1992,Keonjhar,1054
1993,Keonjhar,1173.1
1994,Keonjhar,1292.2
1995,Keonjhar,1087.7
1996,Keonjhar,927.8
1997,Keonjhar,1446
1998,Keonjhar,1142
1999,Keonjhar,1594.9
2000,Keonjhar,1161.3
2001,Keonjhar,1389.9
2002,Keonjhar,951.9
2003,Keonjhar,1385.3
2004,Keonjhar,1093.3
2005,Keonjhar,1618.6
2006,Keonjhar,1551.2
2007,Keonjhar,1920.4
2008,Keonjhar,1647.8
2009,Keonjhar,1321.7
2010,Keonjhar,1213.4
2011,Keonjhar,1909.7
2012,Keonjhar,1377.7
2013,Keonjhar,1694.9
2014,Keonjhar,1336.3
2015,Keonjhar,1049
1966,Koraput,1412.1
1967,Koraput,1343.6
1968,Koraput,1316.8
1969,Koraput,1762.9
1970,Koraput,1581.1
1971,Koraput,1459.9
1972,Koraput,1369.9
1973,Koraput,1236.8
1974,Koraput,1210.7
1975,Koraput,1128.2
1976,Koraput,905.3
1977,Koraput,1423
1978,Koraput,1613.8
1979,Koraput,1248.8
1980,Koraput,503.7
1981,Koraput,660
1982,Koraput,1078.6
1983,Koraput,1596.8
1984,Koraput,1777.5
1985,Koraput,1380.7
1986,Koraput,1601.1
1987,Koraput,1580.2
1988,Koraput,1366
1989,Koraput,1228.7
1990,Koraput,1966.9
1991,Koraput,1356.8
1992,Koraput,1407.7
1993,Koraput,1292.5
1994,Koraput,1507.7
1995,Koraput,1504.1
1996,Koraput,1229.6
1997,Koraput,1294.7
1998,Koraput,1278.8
1999,Koraput,1486.8
2000,Koraput,1359.4
2001,Koraput,1630.1
2002,Koraput,1012.5
2003,Koraput,1426.9
2004,Koraput,1401.8
2005,Koraput,1345
2006,Koraput,1952.4
2007,Koraput,2351.1
2008,Koraput,1298.8
2009,Koraput,1263.7
2010,Koraput,1533.3
2011,Koraput,1197.9
2012,Koraput,1565.3
2013,Koraput,1640.6
2014,Koraput,1805.6
2015,Koraput,1536.1
1966,Mayurbhanja,1415.7
1967,Mayurbhanja,1753.8
1968,Mayurbhanja,1970.2
1970,Mayurbhanja,1376.6
1971,Mayurbhanja,2057.2
1972,Mayurbhanja,2157.8
1973,Mayurbhanja,2006.8
1974,Mayurbhanja,1242
1975,Mayurbhanja,1588.9
1976,Mayurbhanja,1299.9
1977,Mayurbhanja,1867.6
1978,Mayurbhanja,1724.6
1979,Mayurbhanja,1076.9
1980,Mayurbhanja,1424.7
1981,Mayurbhanja,1723.6
1982,Mayurbhanja,1298.5
1983,Mayurbhanja,1646.1
1984,Mayurbhanja,1519.3
1985,Mayurbhanja,1790.1
1986,Mayurbhanja,1459.2
1987,Mayurbhanja,1203.3
1988,Mayurbhanja,1596.6
1989,Mayurbhanja,1505.7
1990,Mayurbhanja,1993.9
1991,Mayurbhanja,1318.7
1992,Mayurbhanja,1071
1993,Mayurbhanja,1468.2
1994,Mayurbhanja,1671.1
1995,Mayurbhanja,1556.3
1996,Mayurbhanja,1185.4
1997,Mayurbhanja,1755.2
1998,Mayurbhanja,1245.5
1999,Mayurbhanja,1670.5
2000,Mayurbhanja,1287.6
2001,Mayurbhanja,1720.3
2002,Mayurbhanja,1154
2003,Mayurbhanja,1413.4
2004,Mayurbhanja,1294.2
2005,Mayurbhanja,1670.5
2006,Mayurbhanja,1821.3
2007,Mayurbhanja,2026.4
2008,Mayurbhanja,1763
2009,Mayurbhanja,1405
2010,Mayurbhanja,995.6
2011,Mayurbhanja,1669.4
2012,Mayurbhanja,1352.3
2013,Mayurbhanja,2273.9
2014,Mayurbhanja,1661.4
2015,Mayurbhanja,1342.4
1966,Phulbani ( Kandhamal ),1101.8
1967,Phulbani ( Kandhamal ),1112.8
1968,Phulbani ( Kandhamal ),1424.6
1969,Phulbani ( Kandhamal ),1267
1970,Phulbani ( Kandhamal ),1817.2
1971,Phulbani ( Kandhamal ),1754.6
1972,Phulbani ( Kandhamal ),1418.1
1973,Phulbani ( Kandhamal ),1411.8
1974,Phulbani ( Kandhamal ),698.8
1975,Phulbani ( Kandhamal ),1173.8
1976,Phulbani ( Kandhamal ),1180.2
1977,Phulbani ( Kandhamal ),1462.3
1978,Phulbani ( Kandhamal ),1500.6
1979,Phulbani ( Kandhamal ),1116
1980,Phulbani ( Kandhamal ),1362.1
1981,Phulbani ( Kandhamal ),1366.1
1982,Phulbani ( Kandhamal ),1583.2
1983,Phulbani ( Kandhamal ),1415.6
1984,Phulbani ( Kandhamal ),1124.8
1985,Phulbani ( Kandhamal ),1646.3
1986,Phulbani ( Kandhamal ),1481.9
1987,Phulbani ( Kandhamal ),935.4
1988,Phulbani ( Kandhamal ),1301.1
1989,Phulbani ( Kandhamal ),1348.8
1990,Phulbani ( Kandhamal ),2220.7
1991,Phulbani ( Kandhamal ),1718.6
1992,Phulbani ( Kandhamal ),1552.5
1993,Phulbani ( Kandhamal ),1271
1994,Phulbani ( Kandhamal ),2088.3
1995,Phulbani ( Kandhamal ),1829.8
1996,Phulbani ( Kandhamal ),1093.1
1997,Phulbani ( Kandhamal ),1744.4
1998,Phulbani ( Kandhamal ),1477.7
1999,Phulbani ( Kandhamal ),1362.8
2000,Phulbani ( Kandhamal ),1279
2001,Phulbani ( Kandhamal ),1965.5
2002,Phulbani ( Kandhamal ),1285.6
2003,Phulbani ( Kandhamal ),2124.2
2004,Phulbani ( Kandhamal ),1545.2
2005,Phulbani ( Kandhamal ),1948.5
2006,Phulbani ( Kandhamal ),2369.8
2007,Phulbani ( Kandhamal ),1810
2008,Phulbani ( Kandhamal ),1686.2
2009,Phulbani ( Kandhamal ),1661.1
2010,Phulbani ( Kandhamal ),1533.3
2011,Phulbani ( Kandhamal ),1340.8
2012,Phulbani ( Kandhamal ),1597.8
2013,Phulbani ( Kandhamal ),1564.6
2014,Phulbani ( Kandhamal ),1512.6
2015,Phulbani ( Kandhamal ),933.8
1966,Puri,1285
1967,Puri,1224.9
1968,Puri,1664.2
1969,Puri,1266.4
1970,Puri,983.4
1971,Puri,924.4
1972,Puri,945
1973,Puri,1511.3
1974,Puri,1005.3
1975,Puri,1068.7
1976,Puri,1035.8
1977,Puri,1399.4
1978,Puri,1185.9
1979,Puri,881.5
1980,Puri,1673
1981,Puri,1370.9
1982,Puri,1165.4
1983,Puri,1120
1984,Puri,1002.3
1985,Puri,1446
1986,Puri,1602.5
1987,Puri,1024.4
1988,Puri,1090.3
1989,Puri,1232.6
1990,Puri,1981
1991,Puri,1690.3
1992,Puri,1432.9
1993,Puri,1634.8
1994,Puri,1749.3
1995,Puri,2134.1
1996,Puri,764.3
1997,Puri,1576.4
1998,Puri,1708.6
1999,Puri,1559.7
2000,Puri,939.4
2001,Puri,1710.9
2002,Puri,1056.9
2003,Puri,1466
2004,Puri,1044
2005,Puri,1527.5
2006,Puri,1932.7
2007,Puri,1453.7
2008,Puri,1419.5
2009,Puri,1507.1
2010,Puri,1513.1
2011,Puri,1051.8
2012,Puri,1275.1
2013,Puri,1540.6
2014,Puri,1476.6
2015,Puri,1057.2
1966,Sambalpur,1336.7
1967,Sambalpur,1658.3
1968,Sambalpur,1348.5
1969,Sambalpur,1280.3
1970,Sambalpur,1498.5
1971,Sambalpur,1789.9
1972,Sambalpur,1188.7
1973,Sambalpur,1888.9
1974,Sambalpur,1132.5
1975,Sambalpur,1666.9
1976,Sambalpur,1253.1
1977,Sambalpur,1390.1
1978,Sambalpur,1287
1979,Sambalpur,880.7
1980,Sambalpur,1507.8
1981,Sambalpur,1150.3
1982,Sambalpur,1369.8
1983,Sambalpur,1674.9
1984,Sambalpur,1617
1985,Sambalpur,1900.2
1986,Sambalpur,1634.4
1987,Sambalpur,1182.8
1988,Sambalpur,1294.6
1989,Sambalpur,1294.8
1990,Sambalpur,1429.5
1991,Sambalpur,1241.8
1992,Sambalpur,1393.2
1993,Sambalpur,1443.1
1994,Sambalpur,2057.1
1995,Sambalpur,1402.8
1996,Sambalpur,1039.5
1997,Sambalpur,1468.2
1998,Sambalpur,992.4
1999,Sambalpur,1275.6
2000,Sambalpur,821.3
2001,Sambalpur,1802.7
2002,Sambalpur,1034.5
2003,Sambalpur,1680.8
2004,Sambalpur,1317.5
2005,Sambalpur,1698
2006,Sambalpur,1790.7
2007,Sambalpur,1581.1
2008,Sambalpur,1879
2009,Sambalpur,1177.5
2010,Sambalpur,978.4
2011,Sambalpur,1639.3
2012,Sambalpur,1964.7
2013,Sambalpur,1410.7
2014,Sambalpur,1564.6
2015,Sambalpur,1272.4
1966,Sundargarh,1345.2
1967,Sundargarh,1340.2
1968,Sundargarh,1134.5
1969,Sundargarh,1224.9
1970,Sundargarh,1162.1
1971,Sundargarh,1674.9
1972,Sundargarh,1042.4
1973,Sundargarh,1562.1
1974,Sundargarh,1078.7
1975,Sundargarh,1350.5
1976,Sundargarh,988
1977,Sundargarh,1399.5
1978,Sundargarh,1293.5
1979,Sundargarh,709.4
1980,Sundargarh,1228
1981,Sundargarh,987.8
1982,Sundargarh,1135.5
1983,Sundargarh,1463.1
1984,Sundargarh,1549.9
1985,Sundargarh,1517.3
1986,Sundargarh,1519.7
1987,Sundargarh,1227.4
1988,Sundargarh,1318.3
1989,Sundargarh,1300.7
1990,Sundargarh,1274.8
1991,Sundargarh,1293.5
1992,Sundargarh,942.7
1993,Sundargarh,1328.7
1994,Sundargarh,1945.2
1995,Sundargarh,1230.2
1996,Sundargarh,1072
1997,Sundargarh,1285.7
1998,Sundargarh,1276
1999,Sundargarh,1493.9
2000,Sundargarh,977.2
2001,Sundargarh,1720
2002,Sundargarh,1039.8
2003,Sundargarh,1327.8
2004,Sundargarh,1147.3
2005,Sundargarh,1242
2006,Sundargarh,1213.8
2007,Sundargarh,1651.8
2008,Sundargarh,1496.2
2009,Sundargarh,1126.9
2010,Sundargarh,945.6
2011,Sundargarh,1580.7
2012,Sundargarh,1518.2
2013,Sundargarh,1504.2
2014,Sundargarh,1245.1
2015,Sundargarh,1250.2
1990,24 Parganas,2207
1991,24 Parganas,1718
1992,24 Parganas,1493
1993,24 Parganas,1961.5
1994,24 Parganas,1635
1995,24 Parganas,2162.5
1996,24 Parganas,1789.5
1997,24 Parganas,1661
1998,24 Parganas,1852.5
1999,24 Parganas,1930
2000,24 Parganas,1583.5
2001,24 Parganas,1587
2002,24 Parganas,1452
2003,24 Parganas,1519.5
2004,24 Parganas,1499.5
2005,24 Parganas,1691
2006,24 Parganas,1604
2007,24 Parganas,2001
2008,24 Parganas,1553.7
2009,24 Parganas,1374.7
2010,24 Parganas,1282
2011,24 Parganas,1840.4
2012,24 Parganas,1358.2
2013,24 Parganas,2064
2014,24 Parganas,1424.6
2015,24 Parganas,1726.4
1966,Nadia,1465.3
1967,Nadia,1211.6
1968,Nadia,1658.7
1969,Nadia,1402.5
1970,Nadia,1939.2
1971,Nadia,1745.3
1972,Nadia,949.1
1973,Nadia,1537.2
1974,Nadia,1926
1975,Nadia,1342.5
1976,Nadia,1357.8
1977,Nadia,1656.4
1978,Nadia,866.5
1979,Nadia,532.2
1980,Nadia,845.8
1981,Nadia,925.5
1982,Nadia,841.9
1983,Nadia,1362.6
1984,Nadia,1579.2
1985,Nadia,1067.3
1986,Nadia,1468.1
1987,Nadia,877
1988,Nadia,1567.8
1990,Nadia,1685
1991,Nadia,1386
1992,Nadia,1071
1993,Nadia,1501
1994,Nadia,1032
1995,Nadia,1514
1996,Nadia,1487
1997,Nadia,1513
1998,Nadia,1487
1999,Nadia,1585
2000,Nadia,1635
2001,Nadia,1424
2002,Nadia,1375
2003,Nadia,1160
2004,Nadia,1206
2005,Nadia,1166
2006,Nadia,1143
2007,Nadia,1692.9
2008,Nadia,1480.2
2009,Nadia,1496.5
2010,Nadia,846.2
2011,Nadia,1413.4
2012,Nadia,862
2013,Nadia,1287.8
2014,Nadia,1096.8
2015,Nadia,1408.1
1968,Murshidabad,1285.3
1969,Murshidabad,1270
1970,Murshidabad,1693
1971,Murshidabad,2116.7
1972,Murshidabad,657.5
1973,Murshidabad,1483.2
1974,Murshidabad,1583.3
1975,Murshidabad,1279.4
1976,Murshidabad,1345.3
1977,Murshidabad,1312.8
1978,Murshidabad,1143.4
1979,Murshidabad,1057.8
1980,Murshidabad,966.9
1981,Murshidabad,108.7
1982,Murshidabad,920.6
1983,Murshidabad,1415.1
1984,Murshidabad,1643.5
1985,Murshidabad,1170.3
1986,Murshidabad,1593.1
1987,Murshidabad,1355.2
1988,Murshidabad,1664.2
1989,Murshidabad,1410.8
1990,Murshidabad,1538
1991,Murshidabad,1429
1992,Murshidabad,1030
1993,Murshidabad,1584
1994,Murshidabad,1209
1995,Murshidabad,1623
1996,Murshidabad,1303
1997,Murshidabad,1462
1998,Murshidabad,1738
1999,Murshidabad,1589
2000,Murshidabad,1753
2001,Murshidabad,1362
2002,Murshidabad,1487
2003,Murshidabad,1248
2004,Murshidabad,1461
2005,Murshidabad,1135
2006,Murshidabad,1372
2007,Murshidabad,1726.6
2008,Murshidabad,1173.8
2009,Murshidabad,1351.3
2010,Murshidabad,940.7
2011,Murshidabad,1741.3
2012,Murshidabad,979.5
2013,Murshidabad,1228.2
2014,Murshidabad,1175.6
2015,Murshidabad,1673.5
1966,Burdwan,934.7
1967,Burdwan,1184.1
1968,Burdwan,1370.9
1969,Burdwan,1074.4
1970,Burdwan,1501.5
1971,Burdwan,1802.6
1972,Burdwan,1159.3
1973,Burdwan,1526
1974,Burdwan,1464
1975,Burdwan,1238.8
1976,Burdwan,1105.6
1977,Burdwan,1628.9
1978,Burdwan,1953.5
1979,Burdwan,1036.6
1980,Burdwan,1511.7
1981,Burdwan,1385.4
1982,Burdwan,890
1983,Burdwan,1482.7
1984,Burdwan,1795.8
1985,Burdwan,1267.8
1986,Burdwan,1209.9
1987,Burdwan,1272.6
1988,Burdwan,1159.8
1989,Burdwan,1230.7
1990,Burdwan,1557
1991,Burdwan,1443
1992,Burdwan,1019
1993,Burdwan,1539
1994,Burdwan,1192
1995,Burdwan,1470
1996,Burdwan,1424
1997,Burdwan,1529
1998,Burdwan,1261
1999,Burdwan,1964
2000,Burdwan,1839
2001,Burdwan,1277
2002,Burdwan,1516
2003,Burdwan,1164
2004,Burdwan,1177
2005,Burdwan,1183
2006,Burdwan,1446
2007,Burdwan,1754.8
2008,Burdwan,1638.3
2009,Burdwan,1296.6
2010,Burdwan,989.2
2011,Burdwan,1517.6
2012,Burdwan,1276.6
2013,Burdwan,1535.5
2014,Burdwan,1134.4
2015,Burdwan,1546.5
1966,Birbhum,1080.6
1967,Birbhum,1073.9
1968,Birbhum,1225.4
1969,Birbhum,1106.7
1970,Birbhum,1418.6
1971,Birbhum,2050.4
1972,Birbhum,947.1
1973,Birbhum,1572.8
1974,Birbhum,1522.2
1975,Birbhum,1550.5
1976,Birbhum,1136.5
1977,Birbhum,1614.8
1978,Birbhum,2059.9
1979,Birbhum,1208.8
1980,Birbhum,1761.4
1981,Birbhum,1421.2
1982,Birbhum,1018.1
1983,Birbhum,1440.1
1984,Birbhum,1742.5
1985,Birbhum,1129.1
1986,Birbhum,1470.5
1987,Birbhum,1405.5
1988,Birbhum,1579.9
1989,Birbhum,1753.2
1990,Birbhum,1542
1991,Birbhum,1348
1992,Birbhum,1069
1993,Birbhum,1554
1994,Birbhum,1338
1995,Birbhum,1453
1996,Birbhum,1366
1997,Birbhum,1742
1998,Birbhum,1766
1999,Birbhum,1917
2000,Birbhum,2015
2001,Birbhum,1338
2002,Birbhum,1522
2003,Birbhum,1172
2004,Birbhum,1464
2005,Birbhum,1206
2006,Birbhum,1605
2007,Birbhum,1712.4
2008,Birbhum,1399.3
2009,Birbhum,1238.6
2010,Birbhum,1023.9
2011,Birbhum,1544
2012,Birbhum,1052.8
2013,Birbhum,1374.3
2014,Birbhum,1144.4
2015,Birbhum,1659.2
1966,Bankura,934.9
1967,Bankura,1167.4
1968,Bankura,1652.1
1969,Bankura,1475.1
1970,Bankura,1360.3
1971,Bankura,2009.3
1972,Bankura,1154.5
1973,Bankura,1465.2
1974,Bankura,1348.4
1975,Bankura,1138.2
1976,Bankura,876.6
1977,Bankura,1481.4
1978,Bankura,1931.6
1979,Bankura,1074.2
1980,Bankura,470.4
1981,Bankura,641.5
1982,Bankura,1093.6
1983,Bankura,1280.6
1984,Bankura,1103.4
1985,Bankura,1470.3
1986,Bankura,1121
1987,Bankura,1970.8
1988,Bankura,879.8
1989,Bankura,1452
1990,Bankura,1640
1991,Bankura,1587
1992,Bankura,1149
1993,Bankura,1569
1994,Bankura,1459
1995,Bankura,1616
1996,Bankura,1374
1997,Bankura,1454
1998,Bankura,1322
1999,Bankura,1525
2000,Bankura,1235
2001,Bankura,1323
2002,Bankura,1437
2003,Bankura,1306
2004,Bankura,1208
2005,Bankura,1161
2006,Bankura,1313
2007,Bankura,1814.6
2008,Bankura,1557.9
2009,Bankura,1300.1
2010,Bankura,1040.6
2011,Bankura,1880.6
2012,Bankura,1350.7
2013,Bankura,2140.5
2014,Bankura,1075.5
2015,Bankura,1127.2
1966,Hooghly,824.7
1967,Hooghly,958.3
1968,Hooghly,1164.7
1969,Hooghly,1402.1
1970,Hooghly,1843.4
1971,Hooghly,2165.2
1972,Hooghly,1304.9
1973,Hooghly,-1
1974,Hooghly,1707.3
1975,Hooghly,1245.5
1976,Hooghly,1048.4
1977,Hooghly,2080.3
1978,Hooghly,1673.5
1979,Hooghly,1268.9
1980,Hooghly,1581.6
1981,Hooghly,1610.1
1982,Hooghly,592.1
1983,Hooghly,1101.7
1984,Hooghly,1221.2
1985,Hooghly,1386.1
1986,Hooghly,1867.7
1987,Hooghly,1395.2
1988,Hooghly,1624.8
1989,Hooghly,1178.6
1990,Hooghly,1571
1991,Hooghly,1485
1992,Hooghly,1057
1993,Hooghly,1580
1994,Hooghly,1176
1995,Hooghly,1621
1996,Hooghly,1445
1997,Hooghly,1605
1998,Hooghly,1316
1999,Hooghly,1648
2000,Hooghly,1530
2001,Hooghly,1197
2002,Hooghly,1361
2003,Hooghly,1114
2004,Hooghly,1116
2005,Hooghly,1171
2006,Hooghly,1129
2007,Hooghly,1759.7
2008,Hooghly,1424.3
2009,Hooghly,1156
2010,Hooghly,1033.5
2011,Hooghly,1485.2
2012,Hooghly,1089.8
2013,Hooghly,1365.3
2014,Hooghly,1114.4
2015,Hooghly,1549.1
1966,Howrah,1053.4
1968,Howrah,1943
1969,Howrah,-1
1971,Howrah,2373.9
1972,Howrah,1370.2
1973,Howrah,1232.2
